Cas;ID;Admission;Séjour / Congé;Fugue;Provenance;Date de début;Année de début;Séjour;Date de fin;Durée;Date majorité;Destination;Motifs de placement
18;9vpqHcowXAs;Admission 1;;;Heimstruktur AEF LUX;26.11.2020;2020;;03.11.2022;708;44341;NA; 
18;9vpqHcowXAs;;Séjour 1;;Heimstruktur AEF LUX;26.11.2020;2020;CSEE_Y Studio;18.04.2021;144;44341;;
18;9vpqHcowXAs;;;Fugue 1;;19.12.2020;2020;CSEE_Y Studio;21.12.2020;3;44341;;
18;9vpqHcowXAs;;;Fugue 2;;28.12.2020;2020;CSEE_Y Studio;30.12.2020;3;44341;;
18;9vpqHcowXAs;;;Fugue 3;;31.12.2020;2020;CSEE_Y Studio;03.01.2021;3;44341;;
18;9vpqHcowXAs;;;Fugue 4;;23.01.2021;2021;CSEE_Y Studio;24.01.2021;2;44341;;
18;9vpqHcowXAs;;;Fugue 5;;30.01.2021;2021;CSEE_Y Studio;31.01.2021;2;44341;;
18;9vpqHcowXAs;;;Fugue 6;;13.02.2021;2021;CSEE_Y Studio;15.02.2021;2;44341;;
18;9vpqHcowXAs;;;Fugue 7;;20.03.2021;2021;CSEE_Y Studio;22.03.2021;2;44341;;
18;9vpqHcowXAs;;;Fugue 8;;16.04.2021;2021;CSEE_Y Studio;18.04.2021;3;44341;;
18;9vpqHcowXAs;;Séjour 2;;CSEE_Y Studio;18.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;01.05.2021;14;44341;;
18;9vpqHcowXAs;;;Fugue 9;;24.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;25.04.2021;2;44341;;
18;9vpqHcowXAs;;Séjour 3;;CSEE_X Intensivpädagogische  Wohngruppe;01.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;08.11.2021;192;44341;majorité;
18;9vpqHcowXAs;;;Fugue 10;;08.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;09.05.2021;2;44341;;
18;9vpqHcowXAs;;;Fugue 11;;15.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;16.05.2021;2;44341;;
18;9vpqHcowXAs;;;Fugue 12;;05.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;06.06.2021;2;44341;;
18;9vpqHcowXAs;;Séjour 4;;CSEE_Y semi-autonome Wohngruppe;08.11.2021;2021;CSEE_Y Studio;03.11.2022;361;44341;;
19;8o0JVN1Myxg;Admission 1;;;Eltern / Familie;21.03.2023;2023;;19.12.2024;640;45682;Eltern / Familie; 
19;8o0JVN1Myxg;;Séjour 1;;Eltern / Familie;21.03.2023;2023;CSEE_Y Aufnahmegruppe;15.12.2023;270;45682;;
19;8o0JVN1Myxg;;;Fugue 1;;08.06.2023;2023;CSEE_Y Aufnahmegruppe;18.06.2023;11;45682;;
19;8o0JVN1Myxg;;;Fugue 2;;09.07.2023;2023;CSEE_Y Aufnahmegruppe;21.07.2023;12;45682;;
19;8o0JVN1Myxg;Suivi 1;;;;07.11.2023;2023;;02.01.2025;423;45682;;
19;8o0JVN1Myxg;;Congé 1;;CSEE_Y Aufnahmegruppe;15.12.2023;2023;;13.03.2024;90;45682;Eltern / Familie;
19;8o0JVN1Myxg;;Congé 2;;;13.03.2024;2024;;19.12.2024;282;45682;Eltern / Familie;
20;R72ODDKuoOc;Admission 1;;;Eltern / Familie;30.06.2021;2021;;18.02.2022;234;45224;; 
20;R72ODDKuoOc;;Séjour 1;;Eltern / Familie;30.06.2021;2021;CSEE_Z Intensivpädagogische Wohngruppe;18.02.2022;234;45224;Heimstruktur AEF LUX;
21;PfKe5p0oAxk;Admission 1;;;CPL;24.07.2023;2023;;27.07.2023;4;46685;"Psychiatrische Einrichtung LUX
";h 
21;PfKe5p0oAxk;;Séjour 1;;CPL;24.07.2023;2023;CSEE Unisec;01.08.2023;9;46685;;
22;1ssDKtgkNZ6;Admission 1;;;"Psychiatrische Einrichtung LUX
";14.01.2020;2020;;06.05.2020;114;44706;NA; 
22;1ssDKtgkNZ6;;Séjour 1;;"Psychiatrische Einrichtung LUX
";14.01.2020;2020;CSEE Unisec;14.04.2020;92;44706;;
22;1ssDKtgkNZ6;Admission 2;;;CSEE Unisec;14.04.2020;2020;;05.06.2020;53;44706;CSEE_X; 
22;1ssDKtgkNZ6;;Séjour 2;;CSEE Unisec;14.04.2020;2020;CSEE Unisec;05.06.2020;53;44706;;
22;1ssDKtgkNZ6;Admission 3;;;CSEE Unisec;05.06.2020;2020;;05.01.2021;215;44706;CSEE Unisec; 
22;1ssDKtgkNZ6;;Séjour 3;;CSEE Unisec;05.06.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;06.01.2021;216;44706;;
22;1ssDKtgkNZ6;;;Fugue 1;;03.09.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;07.09.2020;4;44706;;
22;1ssDKtgkNZ6;;Congé 1;;;30.10.2020;2020;;05.01.2021;68;44706;Verwandtschaftspflege;
22;1ssDKtgkNZ6;Admission 4;;;Verwandtschaftspflege;06.01.2021;2021;;28.01.2021;23;44706;CSEE_X; 
22;1ssDKtgkNZ6;;Séjour 4;;Verwandtschaftspflege;06.01.2021;2021;CSEE Unisec;02.02.2021;28;44706;;
22;1ssDKtgkNZ6;Admission 5;;;CSEE Unisec;02.02.2021;2021;;16.03.2022;408;44706;CSEE Unisec; 
22;1ssDKtgkNZ6;;Congé 2;;CSEE Unisec;02.02.2021;2021;;31.05.2021;119;44706;Einzelmassnahme Ausland;
22;1ssDKtgkNZ6;;Congé 3;;;31.05.2021;2021;;15.07.2021;46;44706;Einzelmassnahme Ausland;
22;1ssDKtgkNZ6;;Congé 4;;;15.07.2021;2021;;25.08.2021;42;44706;Verwandtschaftspflege;
22;1ssDKtgkNZ6;;Congé 5;;;25.08.2021;2021;;20.12.2021;118;44706;Verwandtschaftspflege;
22;1ssDKtgkNZ6;;;Fugue 2;;17.12.2021;2021;;19.12.2021;2;44706;;
22;1ssDKtgkNZ6;;Congé 6;;;20.12.2021;2021;;16.03.2022;87;44706;Verwandtschaftspflege;
22;1ssDKtgkNZ6;;;Fugue 3;;10.03.2022;2022;;17.03.2022;8;44706;;
22;1ssDKtgkNZ6;Admission 6;;;Verwandtschaftspflege;17.03.2022;2022;;20.05.2022;65;44706;CSEE_Y; 
22;1ssDKtgkNZ6;;Séjour 5;;Verwandtschaftspflege;17.03.2022;2022;CSEE Unisec;20.05.2022;65;44706;;
22;1ssDKtgkNZ6;Admission 7;;;CSEE Unisec;20.05.2022;2022;;16.06.2022;28;44706;majorité; 
22;1ssDKtgkNZ6;;Séjour 6;;CSEE Unisec;20.05.2022;2022;CSEE_Y semi-autonome Wohngruppe;16.06.2022;28;44706;;
22;1ssDKtgkNZ6;;;Fugue 4;;31.05.2022;2022;CSEE_Y semi-autonome Wohngruppe;09.06.2022;10;44706;;
22;1ssDKtgkNZ6;;;Fugue 5;;12.06.2022;2022;CSEE_Y semi-autonome Wohngruppe;16.06.2022;4;44706;;
23;ddKSWAxsF8M;Admission 1;;;Eltern / Familie;09.07.2024;2024;;17.01.2025;193;45772;NA; 
23;ddKSWAxsF8M;;Séjour 1;;Eltern / Familie;09.07.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;04.11.2024;119;45772;;
23;ddKSWAxsF8M;Suivi 1;;;;31.10.2024;2024;;;;45772;;
23;ddKSWAxsF8M;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;04.11.2024;2024;;17.01.2025;75;45772;Eltern / Familie;
24;0gzqMD6NzEA;Admission 1;;;Eltern / Familie;14.11.2020;2020;;31.10.2023;1082;45224;majorité; 
24;0gzqMD6NzEA;;Séjour 1;;Eltern / Familie;14.11.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;18.04.2021;156;45224;;
24;0gzqMD6NzEA;;;Fugue 1;;24.01.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;26.01.2021;2;45224;;
24;0gzqMD6NzEA;;Séjour 2;;;15.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;18.04.2021;4;45224;;
24;0gzqMD6NzEA;;Séjour 3;;CSEE_X Intensivpädagogische  Wohngruppe;18.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;15.10.2021;181;45224;;
24;0gzqMD6NzEA;;;Fugue 2;;21.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;22.04.2021;2;45224;;
24;0gzqMD6NzEA;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;15.10.2021;2021;;02.06.2023;596;45224;Einzelmassnahme Ausland;
24;0gzqMD6NzEA;;Séjour 4;;;15.04.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;02.06.2023;49;45224;;
24;0gzqMD6NzEA;;Séjour 5;;Einzelmassnahme Ausland;02.06.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;02.06.2023;1;45224;;
24;0gzqMD6NzEA;;Congé 2;;CSEE_X Intensivpädagogische  Wohngruppe;02.06.2023;2023;;15.06.2023;14;45224;Einzelmassnahme Ausland;
24;0gzqMD6NzEA;;Congé 3;;CSEE_X Intensivpädagogische  Wohngruppe;15.06.2023;2023;;31.10.2023;139;45224;Einzelmassnahme Ausland;
24;0gzqMD6NzEA;;Séjour 6;;Einzelmassnahme Ausland;15.06.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;15.06.2023;1;45224;;
25;scHOqqyeiTk;Admission 1;;;;18.11.2024;2024;;09.01.2025;53;47751;CSEE_Y Intensivpädagogische Wohngruppe;i 
25;scHOqqyeiTk;;Séjour 1;;;18.11.2024;2024;CSEE Unisec;09.01.2025;53;47751;;
25;scHOqqyeiTk;Admission 2;;;CSEE Unisec;09.01.2025;2025;;;;47751;;i 
25;scHOqqyeiTk;;Séjour 2;;CSEE Unisec;09.01.2025;2025;CSEE_Y Aufnahmegruppe;;;47751;;
25;scHOqqyeiTk;;;Fugue 1;;12.08.2025;2025;CSEE_Y Aufnahmegruppe;;;47751;;
26;e9Da8x7t0Gw;Admission 1;;;Eltern / Familie;08.02.2023;2023;;20.01.2025;713;45651;majorité; 
26;e9Da8x7t0Gw;;Séjour 1;;Eltern / Familie;08.02.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;22.12.2023;318;45651;;
26;e9Da8x7t0Gw;;;Fugue 1;;05.03.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;06.03.2023;2;45651;;
26;e9Da8x7t0Gw;;Congé 1;;CSEE_Z Intensivpädagogische Wohngruppe;22.12.2023;2023;;20.01.2025;396;45651;Eltern / Familie;
26;e9Da8x7t0Gw;Suivi 1;;;;15.03.2024;2024;;28.05.2025;440;45651;;
27;X2AkmVKyJqU;Admission 1;;;Heimstruktur AEF LUX;08.04.2020;2020;;20.03.2021;347;44252;majorité; 
27;X2AkmVKyJqU;;Séjour 1;;Heimstruktur AEF LUX;08.04.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;07.05.2020;30;44252;;
27;X2AkmVKyJqU;;Séjour 2;;CSEE_Y Intensivpädagogische Wohngruppe;07.05.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;07.06.2020;32;44252;;
27;X2AkmVKyJqU;;Séjour 3;;CSEE_Y Intensivpädagogische Wohngruppe;07.06.2020;2020;CSEE_Z Intensivpädagogische Wohngruppe;04.08.2020;59;44252;;
27;X2AkmVKyJqU;;;Fugue 1;;10.06.2020;2020;CSEE_Z Intensivpädagogische Wohngruppe;15.06.2020;6;44252;;
27;X2AkmVKyJqU;;;Fugue 2;;16.06.2020;2020;CSEE_Z Intensivpädagogische Wohngruppe;30.06.2020;15;44252;;
27;X2AkmVKyJqU;;;Fugue 3;;30.06.2020;2020;CSEE_Z Intensivpädagogische Wohngruppe;23.07.2020;23;44252;;
27;X2AkmVKyJqU;;;Fugue 4;;23.07.2020;2020;CSEE_Z Intensivpädagogische Wohngruppe;04.08.2020;12;44252;;
27;X2AkmVKyJqU;;Congé 1;;CSEE_Z Intensivpädagogische Wohngruppe;04.08.2020;2020;;20.03.2021;229;44252;Eltern / Familie;
28;aFP8gcwK6M2;Admission 1;;;Heimstruktur AEF Ausland;29.03.2019;2019;;12.04.2019;15;44341;Heimstruktur AEF Ausland; 
28;aFP8gcwK6M2;;Séjour 1;;Heimstruktur AEF Ausland;29.03.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;12.04.2019;15;44341;;
28;aFP8gcwK6M2;Admission 2;;;Heimstruktur AEF Ausland;26.08.2019;2019;;01.06.2021;646;44341;"Psychiatrische Einrichtung LUX
"; 
28;aFP8gcwK6M2;;Séjour 2;;Heimstruktur AEF Ausland;26.08.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;03.06.2020;283;44341;;
28;aFP8gcwK6M2;;Congé 1;;CSEE_Y Intensivpädagogische Wohngruppe;03.06.2020;2020;;11.01.2021;223;44341;"Psychiatrische Einrichtung LUX
";
28;aFP8gcwK6M2;;Congé 2;;;11.01.2021;2021;;27.01.2021;17;44341;Eltern / Familie;
28;aFP8gcwK6M2;;Séjour 3;;"Psychiatrische Einrichtung LUX
";11.01.2021;2021;CSEE_Y Intensivpädagogische Wohngruppe;27.01.2021;17;44341;;
28;aFP8gcwK6M2;;Congé 3;;CSEE_Y Intensivpädagogische Wohngruppe;27.01.2021;2021;;01.06.2021;126;44341;Eltern / Familie;
29;nrqayWh81jA;Admission 1;;;Eltern / Familie;24.03.2021;2021;;06.12.2021;258;44525;majorité; 
29;nrqayWh81jA;;Séjour 1;;Eltern / Familie;24.03.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;18.04.2021;26;44525;;
29;nrqayWh81jA;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;18.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;06.12.2021;233;44525;majorité;
29;nrqayWh81jA;;;Fugue 1;;21.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;22.04.2021;2;44525;;
29;nrqayWh81jA;;;Fugue 2;;01.05.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;02.05.2021;2;44525;;
29;nrqayWh81jA;;;Fugue 3;;12.05.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;13.05.2021;2;44525;;
29;nrqayWh81jA;;;Fugue 4;;14.05.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;28.06.2021;46;44525;;
29;nrqayWh81jA;;;Fugue 5;;30.06.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;09.09.2021;71;44525;;
29;nrqayWh81jA;;;Fugue 6;;10.09.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;14.10.2021;35;44525;;
29;nrqayWh81jA;;;Fugue 7;;16.10.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;06.12.2021;51;44525;;
30;suWtuJ5yx3E;Admission 1;;;"Psychiatrische Einrichtung LUX
";26.02.2019;2019;;16.10.2019;233;44433;CSEE Unisec; 
30;suWtuJ5yx3E;;Séjour 1;;"Psychiatrische Einrichtung LUX
";26.02.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;16.10.2019;233;44433;;
30;suWtuJ5yx3E;;;Fugue 1;;30.03.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;31.03.2019;2;44433;;
30;suWtuJ5yx3E;;;Fugue 2;;02.04.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;09.05.2019;38;44433;;
30;suWtuJ5yx3E;;;Fugue 3;;18.05.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;19.05.2019;2;44433;;
30;suWtuJ5yx3E;;;Fugue 4;;25.05.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;26.05.2019;2;44433;;
30;suWtuJ5yx3E;;;Fugue 5;;17.07.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;24.07.2019;7;44433;;
30;suWtuJ5yx3E;;;Fugue 6;;28.07.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;30.07.2019;3;44433;;
30;suWtuJ5yx3E;;;Fugue 7;;10.08.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;12.08.2019;2;44433;;
30;suWtuJ5yx3E;;;Fugue 8;;30.08.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;01.09.2019;2;44433;;
30;suWtuJ5yx3E;;;Fugue 9;;28.09.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;04.10.2019;7;44433;;
30;suWtuJ5yx3E;;;Fugue 10;;11.10.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;16.10.2019;5;44433;;
30;suWtuJ5yx3E;Admission 2;;;CSEE_X Intensivpädagogische  Wohngruppe;16.10.2019;2019;;13.01.2020;90;44433;Einzelmassnahme Ausland; 
30;suWtuJ5yx3E;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;16.10.2019;2019;CSEE Unisec;13.01.2020;90;44433;;
30;suWtuJ5yx3E;Admission 3;;;Einzelmassnahme Ausland;06.03.2020;2020;;13.09.2021;557;44433;majorité; 
30;suWtuJ5yx3E;;Séjour 3;;Einzelmassnahme Ausland;06.03.2020;2020;CSEE_Y semi-autonome Wohngruppe;25.03.2020;20;44433;;
30;suWtuJ5yx3E;;Séjour 4;;CSEE_Y semi-autonome Wohngruppe;25.03.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;31.03.2020;7;44433;;
30;suWtuJ5yx3E;;Séjour 5;;CSEE_Y Intensivpädagogische Wohngruppe;31.03.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;07.05.2020;38;44433;;
30;suWtuJ5yx3E;;;Fugue 11;;11.04.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;14.04.2020;4;44433;;
30;suWtuJ5yx3E;;;Fugue 12;;21.04.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;28.04.2020;7;44433;;
30;suWtuJ5yx3E;;;Fugue 13;;04.05.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;07.05.2020;4;44433;;
30;suWtuJ5yx3E;;Séjour 6;;CSEE_X Intensivpädagogische  Wohngruppe;07.05.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;04.06.2020;29;44433;;
30;suWtuJ5yx3E;;;Fugue 14;;09.05.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;27.05.2020;19;44433;;
30;suWtuJ5yx3E;;;Fugue 15;;30.05.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;02.06.2020;3;44433;;
30;suWtuJ5yx3E;;Séjour 7;;CSEE_Y Intensivpädagogische Wohngruppe;04.06.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;18.04.2021;319;44433;;
30;suWtuJ5yx3E;;;Fugue 16;;09.06.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;19.06.2020;11;44433;;
30;suWtuJ5yx3E;;;Fugue 17;;22.06.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;06.07.2020;15;44433;;
30;suWtuJ5yx3E;;;Fugue 18;;09.07.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;15.07.2020;7;44433;;
30;suWtuJ5yx3E;;;Fugue 19;;07.10.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;09.10.2020;2;44433;;
30;suWtuJ5yx3E;;;Fugue 20;;14.01.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;16.01.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 21;;28.01.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;30.01.2021;3;44433;;
30;suWtuJ5yx3E;;;Fugue 22;;17.02.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;19.02.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 23;;09.03.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;10.03.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 24;;20.03.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;22.03.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 25;;01.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;05.04.2021;5;44433;;
30;suWtuJ5yx3E;;;Fugue 26;;06.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;10.04.2021;4;44433;;
30;suWtuJ5yx3E;;;Fugue 27;;11.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;13.04.2021;2;44433;;
30;suWtuJ5yx3E;;Séjour 8;;CSEE_X Intensivpädagogische  Wohngruppe;18.04.2021;2021;CSEE_Y semi-autonome Wohngruppe;13.09.2021;149;44433;majorité;
30;suWtuJ5yx3E;;;Fugue 28;;18.04.2021;2021;CSEE_Y semi-autonome Wohngruppe;23.04.2021;6;44433;;
30;suWtuJ5yx3E;;;Fugue 29;;24.04.2021;2021;CSEE_Y semi-autonome Wohngruppe;25.04.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 30;;29.04.2021;2021;CSEE_Y semi-autonome Wohngruppe;01.05.2021;3;44433;;
30;suWtuJ5yx3E;;;Fugue 31;;01.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;02.05.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 32;;12.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;13.05.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 33;;26.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;27.05.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 34;;04.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;06.06.2021;3;44433;;
30;suWtuJ5yx3E;;;Fugue 35;;08.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;09.06.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 36;;12.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;14.06.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 37;;15.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;16.06.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 38;;17.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;18.06.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 39;;23.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;28.06.2021;5;44433;;
30;suWtuJ5yx3E;;;Fugue 40;;28.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;03.07.2021;5;44433;;
30;suWtuJ5yx3E;;;Fugue 41;;03.07.2021;2021;CSEE_Y semi-autonome Wohngruppe;08.07.2021;5;44433;;
30;suWtuJ5yx3E;;;Fugue 42;;09.07.2021;2021;CSEE_Y semi-autonome Wohngruppe;11.07.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 43;;27.07.2021;2021;CSEE_Y semi-autonome Wohngruppe;29.07.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 44;;29.07.2021;2021;CSEE_Y semi-autonome Wohngruppe;06.08.2021;9;44433;;
30;suWtuJ5yx3E;;;Fugue 45;;07.08.2021;2021;CSEE_Y semi-autonome Wohngruppe;08.08.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 46;;10.08.2021;2021;CSEE_Y semi-autonome Wohngruppe;25.08.2021;16;44433;;
30;suWtuJ5yx3E;;;Fugue 47;;28.08.2021;2021;CSEE_Y semi-autonome Wohngruppe;29.08.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 48;;30.08.2021;2021;CSEE_Y semi-autonome Wohngruppe;31.08.2021;2;44433;;
30;suWtuJ5yx3E;;;Fugue 49;;31.08.2021;2021;CSEE_Y semi-autonome Wohngruppe;04.09.2021;5;44433;;
30;suWtuJ5yx3E;;;Fugue 50;;05.09.2021;2021;CSEE_Y semi-autonome Wohngruppe;11.09.2021;7;44433;;
31;oew4sHEn8xQ;Admission 1;;;Eltern / Familie;28.05.2019;2019;;08.01.2021;592;44190;majorité; 
31;oew4sHEn8xQ;;Séjour 1;;Eltern / Familie;28.05.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;02.07.2019;36;44190;;
31;oew4sHEn8xQ;;;Fugue 1;;30.05.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;02.06.2019;4;44190;;
31;oew4sHEn8xQ;;Congé 1;;CSEE_Y Intensivpädagogische Wohngruppe;02.07.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;08.08.2019;38;44190;Eltern / Familie;
31;oew4sHEn8xQ;;;Fugue 2;;05.08.2019;2019;;08.08.2019;4;44190;;
31;oew4sHEn8xQ;;Séjour 2;;Eltern / Familie;08.08.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;15.01.2020;161;44190;;
31;oew4sHEn8xQ;;;Fugue 3;;09.08.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;15.09.2019;38;44190;;
31;oew4sHEn8xQ;;;Fugue 4;;09.11.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;10.11.2019;2;44190;;
31;oew4sHEn8xQ;;;Fugue 5;;30.11.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;04.12.2019;4;44190;;
31;oew4sHEn8xQ;;;Fugue 6;;06.12.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;08.12.2019;3;44190;;
31;oew4sHEn8xQ;;;Fugue 7;;13.12.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;15.12.2019;3;44190;;
31;oew4sHEn8xQ;;Congé 2;;CSEE_Y Intensivpädagogische Wohngruppe;15.01.2020;2020;;03.07.2020;171;44190;Eltern / Familie;
31;oew4sHEn8xQ;;Séjour 3;;Eltern / Familie;03.07.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;03.07.2020;1;44190;;
31;oew4sHEn8xQ;;Congé 3;;CSEE_Y Intensivpädagogische Wohngruppe;03.07.2020;2020;;08.01.2021;190;44190;Eltern / Familie;
32;xnYMoBzP2TA;Admission 1;;;Eltern / Familie;15.02.2019;2019;;03.09.2021;932;44433;majorité; 
32;xnYMoBzP2TA;;Séjour 1;;Eltern / Familie;15.02.2019;2019;CSEE_X Intensivpädagogische Wohngruppe;01.10.2019;229;44433;;
32;xnYMoBzP2TA;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;01.10.2019;2019;;15.01.2020;107;44433;Einzelmassnahme Ausland;
32;xnYMoBzP2TA;;Séjour 2;;Einzelmassnahme Ausland;15.01.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;26.03.2020;72;44433;;
32;xnYMoBzP2TA;;Congé 2;;;16.01.2020;2020;;26.03.2020;71;44433;Einzelmassnahme Ausland;
32;xnYMoBzP2TA;;Congé 3;;CSEE_X Intensivpädagogische  Wohngruppe;26.03.2020;2020;;03.09.2021;527;44433;Einzelmassnahme Ausland;
33;huFitCJNFPx;Admission 1;;;CPL;18.10.2022;2022;;21.12.2022;65;45285;CSEE_X; 
33;huFitCJNFPx;;Séjour 1;;CPL;18.10.2022;2022;CSEE Unisec;21.12.2022;65;45285;;
33;huFitCJNFPx;Admission 2;;;CSEE Unisec;21.12.2022;2022;;02.01.2023;13;45285;NA; 
33;huFitCJNFPx;;Séjour 2;;CSEE Unisec;21.12.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;02.01.2023;13;45285;;
33;huFitCJNFPx;;;Fugue 1;;24.12.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;25.12.2022;2;45285;;
33;huFitCJNFPx;;;Fugue 2;;29.12.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;02.01.2023;4;45285;;
34;gNpd9H71S8o;Admission 1;;;;13.12.2020;2020;;19.07.2021;219;44372;majorité;d 
34;gNpd9H71S8o;;Séjour 1;;;13.12.2020;2020;CSEE Unisec;24.01.2021;43;44372;;
34;gNpd9H71S8o;;Congé 1;;CSEE Unisec;24.01.2021;2021;;25.01.2021;2;44372;Eltern / Familie;
34;gNpd9H71S8o;;Séjour 2;;Eltern / Familie;25.01.2021;2021;CSEE Unisec;03.03.2021;38;44372;;
